file_id	dataset	tech_reps	bio_reps	download_url	target_label	description	biosample
/files/ENCFF023XHV/	/experiments/ENCSR742IDN/	1_1,2_1	1,2	/files/ENCFF023XHV/@@download/ENCFF023XHV.bed.gz	NR2C1	K562	NR2C1 ChIP-seq on human K562
/files/ENCFF593EOW/	/experiments/ENCSR563FBT/	2_1,3_1	2,3	/files/ENCFF593EOW/@@download/ENCFF593EOW.bed.gz	USF2	A549	USF2 ChIP-seq on human A549
/files/ENCFF025SMR/	/experiments/ENCSR934JDG/	1_1,2_1	1,2	/files/ENCFF025SMR/@@download/ENCFF025SMR.bed.gz	CLOCK	MCF-7	CLOCK ChIP-seq on human MCF-7
/files/ENCFF993WZP/	/experiments/ENCSR618ICR/	1_1,2_1	1,2	/files/ENCFF993WZP/@@download/ENCFF993WZP.bed.gz	RCOR1	A549	RCOR1 ChIP-seq on human A549
/files/ENCFF603BID/	/experiments/ENCSR009MBP/	1_1,2_1	1,2	/files/ENCFF603BID/@@download/ENCFF603BID.bed.gz	HSF1	GM12878	HSF1 ChIP-seq on human GM12878
/files/ENCFF473UHQ/	/experiments/ENCSR949IWY/	1_1,2_1	1,2	/files/ENCFF473UHQ/@@download/ENCFF473UHQ.bed.gz	PAX8	MCF-7	PAX8 ChIP-seq on human MCF-7
/files/ENCFF950TOJ/	/experiments/ENCSR957LDM/	1_1,2_1	1,2	/files/ENCFF950TOJ/@@download/ENCFF950TOJ.bed.gz	TRIM24	K562	TRIM24 ChIP-seq on human K562
/files/ENCFF225VCG/	/experiments/ENCSR217HTK/	1_1,2_1	1,2	/files/ENCFF225VCG/@@download/ENCFF225VCG.bed.gz	eGFP-ATF2	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ATF2 ChIP-seq on human HEK293 cells.
/files/ENCFF004JFD/	/experiments/ENCSR103GAK/	1_1,2_1	1,2	/files/ENCFF004JFD/@@download/ENCFF004JFD.bed.gz	eGFP-ZNF175	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF175 ChIP-seq on human HEK293 cells.
/files/ENCFF349UTF/	/experiments/ENCSR201NQZ/	1_1,2_1	1,2	/files/ENCFF349UTF/@@download/ENCFF349UTF.bed.gz	CTBP1	K562	CTBP1 ChIP-seq on human K562
/files/ENCFF871LZM/	/experiments/ENCSR016UEH/	1_1,2_1	1,2	/files/ENCFF871LZM/@@download/ENCFF871LZM.bed.gz	TARDBP	GM12878	TARDBP ChIP-seq on human GM12878
/files/ENCFF770TZL/	/experiments/ENCSR000EDZ/	1_1,2_1	1,2	/files/ENCFF770TZL/@@download/ENCFF770TZL.bed.gz	MAFK	HepG2	MAFK ChIP-seq on human HepG2
/files/ENCFF335ADU/	/experiments/ENCSR711XNY/	1_1,2_1	1,2	/files/ENCFF335ADU/@@download/ENCFF335ADU.bed.gz	PKNOX1	GM12878	PKNOX1 ChIP-seq on human GM12878
/files/ENCFF328IZQ/	/experiments/ENCSR000ECK/	1_1,2_1	1,2	/files/ENCFF328IZQ/@@download/ENCFF328IZQ.bed.gz	MAFK	HeLa-S3	MAFK ChIP-seq on human HeLa-S3 produced by the Snyder lab
/files/ENCFF127HJG/	/experiments/ENCSR996DUT/	1_1,2_1	1,2	/files/ENCFF127HJG/@@download/ENCFF127HJG.bed.gz	JUN	A549	JUN ChIP-seq on human A549
/files/ENCFF310IDS/	/experiments/ENCSR067HGI/	1_1,3_1	1,3	/files/ENCFF310IDS/@@download/ENCFF310IDS.bed.gz	CHD2	A549	CHD2 ChIP-seq on human A549
/files/ENCFF290ESJ/	/experiments/ENCSR137ZMQ/	1_1,2_1	1,2	/files/ENCFF290ESJ/@@download/ENCFF290ESJ.bed.gz	REST	K562	REST ChIP-seq on human K562
/files/ENCFF179WDI/	/experiments/ENCSR064LJN/	2_1,3_1	2,3	/files/ENCFF179WDI/@@download/ENCFF179WDI.bed.gz	RFX5	A549	RFX5 ChIP-seq on human A549
/files/ENCFF417WPC/	/experiments/ENCSR974OFJ/	1_1,2_1	1,2	/files/ENCFF417WPC/@@download/ENCFF417WPC.bed.gz	KLF5	GM12878	KLF5 ChIP-seq on human GM12878
/files/ENCFF082RIZ/	/experiments/ENCSR334HSW/	1_1,2_1	1,2	/files/ENCFF082RIZ/@@download/ENCFF082RIZ.bed.gz	ZNF318	K562	ZNF318 ChIP-seq on human K562
/files/ENCFF687IUD/	/experiments/ENCSR664OKA/	1_1,2_1	1,2	/files/ENCFF687IUD/@@download/ENCFF687IUD.bed.gz	ELK1	IMR-90	ELK1 ChIP-seq on human IMR-90
/files/ENCFF800QTO/	/experiments/ENCSR800QIT/	1_1,2_1	1,2	/files/ENCFF800QTO/@@download/ENCFF800QTO.bed.gz	HNF1A	HepG2	Chip-Seq on HepG2
/files/ENCFF334TBU/	/experiments/ENCSR551KAP/	1_1,2_1	1,2	/files/ENCFF334TBU/@@download/ENCFF334TBU.bed.gz	eGFP-ZNF138	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF138 ChIP-seq on human HEK293 cells.
/files/ENCFF834NNK/	/experiments/ENCSR159GFL/	1_1,2_1	1,2	/files/ENCFF834NNK/@@download/ENCFF834NNK.bed.gz	eGFP-ZNF518A	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF518A ChIP-seq on human HEK293 cells.
/files/ENCFF379LKE/	/experiments/ENCSR760UVO/	1_1,2_1	1,2	/files/ENCFF379LKE/@@download/ENCFF379LKE.bed.gz	KLF16	K562	Chip-Seq on K562
/files/ENCFF768TFU/	/experiments/ENCSR966ULI/	1_1,2_1	1,2	/files/ENCFF768TFU/@@download/ENCFF768TFU.bed.gz	eGFP-PATZ1	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-PATZ1 ChIP-seq on human HEK293 cells.
/files/ENCFF884RBR/	/experiments/ENCSR859BMR/	1_1,2_1	1,2	/files/ENCFF884RBR/@@download/ENCFF884RBR.bed.gz	eGFP-KLF1	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF1 ChIP-seq on human HEK293 cells.
/files/ENCFF045YGV/	/experiments/ENCSR711UOA/	1_1,2_1	1,2	/files/ENCFF045YGV/@@download/ENCFF045YGV.bed.gz	eGFP-ZNF837	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF837 ChIP-seq on human HEK293 cells.
/files/ENCFF576BGV/	/experiments/ENCSR909TSW/	1_1,2_1	1,2	/files/ENCFF576BGV/@@download/ENCFF576BGV.bed.gz	eGFP-ZNF547	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF547 ChIP-seq on human HEK293 cells.
/files/ENCFF577LQR/	/experiments/ENCSR352BJL/	1_1,2_1	1,2	/files/ENCFF577LQR/@@download/ENCFF577LQR.bed.gz	ZNF318	K562	ZNF318 ChIP-seq on human K562
/files/ENCFF163YZB/	/experiments/ENCSR426MDV/	1_1,2_1	1,2	/files/ENCFF163YZB/@@download/ENCFF163YZB.bed.gz	MIER1	K562	MIER1 ChIP-seq on human K562
/files/ENCFF186MFI/	/experiments/ENCSR189PYJ/	1_1,2_1	1,2	/files/ENCFF186MFI/@@download/ENCFF186MFI.bed.gz	SMAD2	K562	SMAD2 ChIP-seq on human K562
/files/ENCFF305KIK/	/experiments/ENCSR707IUN/	1_1,2_1	1,2	/files/ENCFF305KIK/@@download/ENCFF305KIK.bed.gz	NFE2L2	HeLa-S3	NFE2L2 ChIP-seq on human HeLa-S3
/files/ENCFF182MNO/	/experiments/ENCSR145TSJ/	1_1,2_1	1,2	/files/ENCFF182MNO/@@download/ENCFF182MNO.bed.gz	ATF4	K562	ATF4 ChIP-seq on human K562
/files/ENCFF863WCN/	/experiments/ENCSR926KTP/	1_1,2_1	1,2	/files/ENCFF863WCN/@@download/ENCFF863WCN.bed.gz	eGFP-IRF9	K562 genetically modified using stable transfection	eGFP-IRF9 ChIP-seq on human K562
/files/ENCFF520QSR/	/experiments/ENCSR331BDJ/	1_1,2_1	1,2	/files/ENCFF520QSR/@@download/ENCFF520QSR.bed.gz	NKRF	K562	NKRF ChIP-seq on human K562
/files/ENCFF549TVW/	/experiments/ENCSR987PBI/	1_1,2_1	1,2	/files/ENCFF549TVW/@@download/ENCFF549TVW.bed.gz	DNMT1	K562	DNMT1 ChIP-seq on human K562
/files/ENCFF384ALH/	/experiments/ENCSR121PFY/	1_1,2_1	1,2	/files/ENCFF384ALH/@@download/ENCFF384ALH.bed.gz	CDC5L	K562	CDC5L ChIP-seq on human K562
/files/ENCFF709YWO/	/experiments/ENCSR849DFF/	1_1,2_1	1,2	/files/ENCFF709YWO/@@download/ENCFF709YWO.bed.gz	3xFLAG-PBX2	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2
/files/ENCFF894AWT/	/experiments/ENCSR616WEG/	1_1,2_1	1,2	/files/ENCFF894AWT/@@download/ENCFF894AWT.bed.gz	3xFLAG-HBP1	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2
/files/ENCFF676YIL/	/experiments/ENCSR807LQP/	1_1,2_1	1,2	/files/ENCFF676YIL/@@download/ENCFF676YIL.bed.gz	eGFP-SP2	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SP2 ChIP-seq on human HEK293 cells.
/files/ENCFF655EFA/	/experiments/ENCSR613NUC/	1_1,2_1	1,2	/files/ENCFF655EFA/@@download/ENCFF655EFA.bed.gz	ARNT	K562	ARNT ChIP-seq on human K562
/files/ENCFF913PSL/	/experiments/ENCSR769JRS/	1_1,2_1	1,2	/files/ENCFF913PSL/@@download/ENCFF913PSL.bed.gz	eGFP-AEBP2	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-AEBP2 ChIP-seq on human HEK293 cells.
/files/ENCFF256LDD/	/experiments/ENCSR481YWD/	1_1,2_1	1,2	/files/ENCFF256LDD/@@download/ENCFF256LDD.bed.gz	SMC3	A549	SMC3 ChIP-seq on human A549
/files/ENCFF943DYT/	/experiments/ENCSR631WAA/	1_1,2_1	1,2	/files/ENCFF943DYT/@@download/ENCFF943DYT.bed.gz	eGFP-ZBTB17	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB17 ChIP-seq on human HEK293 cells.
/files/ENCFF359FVQ/	/experiments/ENCSR464KFG/	1_1,2_1	1,2	/files/ENCFF359FVQ/@@download/ENCFF359FVQ.bed.gz	eGFP-ZNF140	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF140 ChIP-seq on human HEK293 cells.
/files/ENCFF007EEV/	/experiments/ENCSR099NCH/	1_1,2_1	1,2	/files/ENCFF007EEV/@@download/ENCFF007EEV.bed.gz	ZNF24	K562	ZNF24 ChIP-seq on human K562
/files/ENCFF311IXZ/	/experiments/ENCSR477OJI/	1_1,2_1	1,2	/files/ENCFF311IXZ/@@download/ENCFF311IXZ.bed.gz	eGFP-ZNF423	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF423 ChIP-seq on human HEK293 cells.
/files/ENCFF868TRF/	/experiments/ENCSR076EZB/	1_1,2_1	1,2	/files/ENCFF868TRF/@@download/ENCFF868TRF.bed.gz	eGFP-KLF9	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF9 ChIP-seq on human HEK293 cells.
/files/ENCFF285MBX/	/experiments/ENCSR388QZF/	1_1,2_1	1,2	/files/ENCFF285MBX/@@download/ENCFF285MBX.bed.gz	POLR2A	K562	POLR2A ChIP-seq on human K562
/files/ENCFF708ACK/	/experiments/ENCSR062HDL/	1_1,2_1	1,2	/files/ENCFF708ACK/@@download/ENCFF708ACK.bed.gz	HSF1	MCF-7	HSF1 ChIP-seq on human MCF-7
/files/ENCFF984BCF/	/experiments/ENCSR760AAY/	1_1,2_1	1,2	/files/ENCFF984BCF/@@download/ENCFF984BCF.bed.gz	eGFP-PRDM12	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-PRDM12 ChIP-seq on human HEK293 cells.
/files/ENCFF505RYR/	/experiments/ENCSR777YSB/	1_1,2_1	1,2	/files/ENCFF505RYR/@@download/ENCFF505RYR.bed.gz	eGFP-ZNF781	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF781 ChIP-seq on human HEK293 cells.
/files/ENCFF270KRH/	/experiments/ENCSR417VWF/	1_1,2_1	1,2	/files/ENCFF270KRH/@@download/ENCFF270KRH.bed.gz	eGFP-ZEB2	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZEB2 ChIP-seq on human HEK293 cells.
/files/ENCFF811VEN/	/experiments/ENCSR278SQL/	1_1,2_1	1,2	/files/ENCFF811VEN/@@download/ENCFF811VEN.bed.gz	NBN	GM12878	NBN ChIP-seq on human GM12878
/files/ENCFF329STX/	/experiments/ENCSR085DDI/	1_1,2_1	1,2	/files/ENCFF329STX/@@download/ENCFF329STX.bed.gz	NFXL1	K562	NFXL1 ChIP-seq on human K562
/files/ENCFF721NEC/	/experiments/ENCSR157CAU/	1_1,3_1	1,3	/files/ENCFF721NEC/@@download/ENCFF721NEC.bed.gz	ZKSCAN1	HepG2	ZKSCAN1 ChIP-seq on human HepG2
/files/ENCFF928YTD/	/experiments/ENCSR788XNX/	1_1,2_1	1,2	/files/ENCFF928YTD/@@download/ENCFF928YTD.bed.gz	RFX1	MCF-7	RFX1 ChIP-seq on human MCF-7
/files/ENCFF412GFI/	/experiments/ENCSR793HVL/	1_1,2_1	1,2	/files/ENCFF412GFI/@@download/ENCFF412GFI.bed.gz	E2F8	GM12878	E2F8 ChIP-seq on human GM12878
/files/ENCFF063NXI/	/experiments/ENCSR907MZR/	1_1,2_1	1,2	/files/ENCFF063NXI/@@download/ENCFF063NXI.bed.gz	TRIM24	K562	TRIM24 ChIP-seq on human K562
/files/ENCFF868UOJ/	/experiments/ENCSR587OQL/	1_1,2_1	1,2	/files/ENCFF868UOJ/@@download/ENCFF868UOJ.bed.gz	SMARCA4	K562	SMARCA4 ChIP-seq on human K562
/files/ENCFF225VFR/	/experiments/ENCSR348JOJ/	1_1,2_1	1,2	/files/ENCFF225VFR/@@download/ENCFF225VFR.bed.gz	MTA1	MCF-7	MTA1 ChIP-seq on human MCF-7
/files/ENCFF618YRQ/	/experiments/ENCSR075HTM/	1_1,2_1	1,2	/files/ENCFF618YRQ/@@download/ENCFF618YRQ.bed.gz	HDAC2	K562	HDAC2 ChIP-seq on human K562
/files/ENCFF821YMC/	/experiments/ENCSR494UQJ/	1_1,2_1	1,2	/files/ENCFF821YMC/@@download/ENCFF821YMC.bed.gz	NR3C1	K562	NR3C1 ChIP-seq on human K562
/files/ENCFF529BDW/	/experiments/ENCSR654CQU/	1_1,2_1	1,2	/files/ENCFF529BDW/@@download/ENCFF529BDW.bed.gz	SNIP1	K562	SNIP1 ChIP-seq on human K562
/files/ENCFF411RMT/	/experiments/ENCSR177XCS/	1_1,2_1	1,2	/files/ENCFF411RMT/@@download/ENCFF411RMT.bed.gz	BRD9	K562	BRD9 ChIP-seq on human K562
/files/ENCFF287GDT/	/experiments/ENCSR550HCT/	1_1,2_1	1,2	/files/ENCFF287GDT/@@download/ENCFF287GDT.bed.gz	eGFP-KLF1	K562 genetically modified using stable transfection	eGFP-KLF1 ChIP-seq on human K562
/files/ENCFF808NWU/	/experiments/ENCSR004GKA/	1_1,2_1	1,2	/files/ENCFF808NWU/@@download/ENCFF808NWU.bed.gz	ZEB2	K562	ZEB2 ChIP-seq on human K562
/files/ENCFF339XZT/	/experiments/ENCSR691TXI/	1_1,2_1	1,2	/files/ENCFF339XZT/@@download/ENCFF339XZT.bed.gz	eGFP-ZNF610	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF610 ChIP-seq on human HEK293 cells.
/files/ENCFF203ZIS/	/experiments/ENCSR066BZZ/	1_1,2_1	1,2	/files/ENCFF203ZIS/@@download/ENCFF203ZIS.bed.gz	CTCF	bipolar neuron originated from GM23338 treated with 0.5 μg/mL doxycycline hyclate for 4 days	
/files/ENCFF167MHN/	/experiments/ENCSR418MKG/	1_1,2_1	1,2	/files/ENCFF167MHN/@@download/ENCFF167MHN.bed.gz	eGFP-ZNF692	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF692 ChIP-seq on human HEK293 cells.
/files/ENCFF290LSS/	/experiments/ENCSR402JAC/	1_1,2_1	1,2	/files/ENCFF290LSS/@@download/ENCFF290LSS.bed.gz	ZNF574	MCF-7	ZNF574 ChIP-seq on human MCF-7
/files/ENCFF552EBC/	/experiments/ENCSR130HEG/	1_1,2_1	1,2	/files/ENCFF552EBC/@@download/ENCFF552EBC.bed.gz	COPS2	K562	COPS2 ChIP-seq on human K562
/files/ENCFF992JWY/	/experiments/ENCSR192AFN/	1_1,2_1	1,2	/files/ENCFF992JWY/@@download/ENCFF992JWY.bed.gz	PAX8	GM12878	PAX8 ChIP-seq on human GM12878
/files/ENCFF775QVY/	/experiments/ENCSR021DJC/	1_1,2_1	1,2	/files/ENCFF775QVY/@@download/ENCFF775QVY.bed.gz	eGFP-BCL11A	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-BCL11A ChIP-seq on human HEK293 cells.
/files/ENCFF652YVO/	/experiments/ENCSR000EDX/	1_1,2_1	1,2	/files/ENCFF652YVO/@@download/ENCFF652YVO.bed.gz	POLR2AphosphoS2	HepG2	POLR2AphosphoS2 ChIP-seq on human HepG2
/files/ENCFF646TUX/	/experiments/ENCSR000DYD/	1_1,2_1	1,2	/files/ENCFF646TUX/@@download/ENCFF646TUX.bed.gz	CTCF	A549	CTCF ChIP-seq on human A549 produced by the Snyder lab
/files/ENCFF750KVF/	/experiments/ENCSR000DUM/	1_1,2_1	1,2	/files/ENCFF750KVF/@@download/ENCFF750KVF.bed.gz	CTCF	HFF-Myc originated from foreskin fibroblast	CTCF ChIP-seq on human HFF-Myc
/files/ENCFF032CZR/	/experiments/ENCSR210MET/	1_1,2_1	1,2	/files/ENCFF032CZR/@@download/ENCFF032CZR.bed.gz	eGFP-ZNF391	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF391 ChIP-seq on human HEK293 cells.
/files/ENCFF329TZO/	/experiments/ENCSR000EUI/	1_1,2_1	1,2	/files/ENCFF329TZO/@@download/ENCFF329TZO.bed.gz	ZNF274	GM08714	ZNF274 ChIP-seq on human GM08714
/files/ENCFF675JJV/	/experiments/ENCSR000BQE/	1_1,2_1	1,2	/files/ENCFF675JJV/@@download/ENCFF675JJV.bed.gz	CTCF	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	CTCF ChIP-seq (protocol v041610.2) on ECC-1 treated with dimethylsulfoxide at 0.02%. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.
/files/ENCFF113OWH/	/experiments/ENCSR283MWQ/	1_1,2_1	1,2	/files/ENCFF113OWH/@@download/ENCFF113OWH.bed.gz	eGFP-ZNF133	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF133 ChIP-seq on human HEK293 cells.
/files/ENCFF145USV/	/experiments/ENCSR011CKE/	1_1,2_1	1,2	/files/ENCFF145USV/@@download/ENCFF145USV.bed.gz	eGFP-ZNF2	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF2 ChIP-seq on human HEK293 cells.
/files/ENCFF303TSY/	/experiments/ENCSR397DQC/	1_1,2_1	1,2	/files/ENCFF303TSY/@@download/ENCFF303TSY.bed.gz	eGFP-KLF16	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF16 ChIP-seq on human HEK293 cells.
/files/ENCFF863YLX/	/experiments/ENCSR906PCS/	1_1,2_1	1,2	/files/ENCFF863YLX/@@download/ENCFF863YLX.bed.gz	eGFP-ZNF223	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF223 ChIP-seq on human HEK293 cells.
/files/ENCFF324UNA/	/experiments/ENCSR384LYW/	1_1,2_1	1,2	/files/ENCFF324UNA/@@download/ENCFF324UNA.bed.gz	EZH2	hepatocyte originated from H9	
/files/ENCFF722LJP/	/experiments/ENCSR000DYQ/	1_1,2_1	1,2	/files/ENCFF722LJP/@@download/ENCFF722LJP.bed.gz	ESRRA	GM12878	ESRRA ChIP-seq on human GM12878 produced by the Snyder lab
/files/ENCFF423CTO/	/experiments/ENCSR000BQF/	1_1,2_1	1,2	/files/ENCFF423CTO/@@download/ENCFF423CTO.bed.gz	TAF1	SK-N-SH	TAF1 ChIP-seq protocol v041610.1 on human SK-N-SH
/files/ENCFF729VVD/	/experiments/ENCSR701RXW/	1_1,2_1	1,2	/files/ENCFF729VVD/@@download/ENCFF729VVD.bed.gz	eGFP-ZNF530	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF530 ChIP-seq on human HEK293 cells.
/files/ENCFF509GYP/	/experiments/ENCSR000BKD/	1_1,2_1	1,2	/files/ENCFF509GYP/@@download/ENCFF509GYP.bed.gz	YY1	H1-hESC	YY1 ChIP-seq protocol v041610.2 on human H1-hESC
/files/ENCFF978XMG/	/experiments/ENCSR093HXE/	1_1,2_1	1,2	/files/ENCFF978XMG/@@download/ENCFF978XMG.bed.gz	eGFP-ZNF16	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF16 ChIP-seq on human HEK293 cells.
/files/ENCFF293RRZ/	/experiments/ENCSR768LIO/	1_1,2_1	1,2	/files/ENCFF293RRZ/@@download/ENCFF293RRZ.bed.gz	eGFP-OVOL3	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-OVOL3 ChIP-seq on human HEK293 cells.
/files/ENCFF137FMN/	/experiments/ENCSR194KWL/	1_1,2_1	1,2	/files/ENCFF137FMN/@@download/ENCFF137FMN.bed.gz	eGFP-ZNF704	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF704 ChIP-seq on human HEK293 cells.
/files/ENCFF782YFS/	/experiments/ENCSR998AJK/	1_1,2_1	1,2	/files/ENCFF782YFS/@@download/ENCFF782YFS.bed.gz	NRF1	K562	NRF1 ChIP-seq on human K562
/files/ENCFF806HXY/	/experiments/ENCSR000EBU/	1_1,2_1	1,2	/files/ENCFF806HXY/@@download/ENCFF806HXY.bed.gz	CHD1	H1-hESC	CHD1 ChIP-seq on human H1-hESC produced by the Snyder lab
/files/ENCFF088OLI/	/experiments/ENCSR822AHX/	1_1,2_1	1,2	/files/ENCFF088OLI/@@download/ENCFF088OLI.bed.gz	IKZF2	GM12878	IKZF2 ChIP-seq on human GM12878
/files/ENCFF452YBB/	/experiments/ENCSR482BBZ/	1_1,2_1	1,2	/files/ENCFF452YBB/@@download/ENCFF452YBB.bed.gz	eGFP-GLIS1	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLIS1 ChIP-seq on human HEK293 cells.
/files/ENCFF577FWL/	/experiments/ENCSR000EXH/	1_1,2_1	1,2	/files/ENCFF577FWL/@@download/ENCFF577FWL.bed.gz	SUZ12	NT2/D1	SUZ12 ChIP-seq on human NT2-D1
/files/ENCFF126IZP/	/experiments/ENCSR604CNJ/	1_1,2_1	1,2	/files/ENCFF126IZP/@@download/ENCFF126IZP.bed.gz	eGFP-ZNF416	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF416 ChIP-seq on human HEK293 cells.
/files/ENCFF085HJD/	/experiments/ENCSR000BKI/	1_1,2_1	1,2	/files/ENCFF085HJD/@@download/ENCFF085HJD.bed.gz	POLR2A	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	POLR2A ChIP-seq protocol v041610.2 on human ECC-1 treated with 0.02% DMSO. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.
/files/ENCFF597KMH/	/experiments/ENCSR000EWY/	1_1,2_1	1,2	/files/ENCFF597KMH/@@download/ENCFF597KMH.bed.gz	ZNF274	NT2/D1	ZNF274 ChIP-seq on human NT2-D1
/files/ENCFF834WWA/	/experiments/ENCSR000DRR/	1_1,2_1	1,2	/files/ENCFF834WWA/@@download/ENCFF834WWA.bed.gz	CTCF	GM12874	CTCF ChIP-seq on human GM12874
/files/ENCFF593ZJA/	/experiments/ENCSR000BPZ/	1_1,2_1	1,2	/files/ENCFF593ZJA/@@download/ENCFF593ZJA.bed.gz	ZBTB33	A549 treated with 0.02% ethanol for 1 hour	ZBTB33 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%
/files/ENCFF480WDX/	/experiments/ENCSR000BRN/	1_1,2_1	1,2	/files/ENCFF480WDX/@@download/ENCFF480WDX.bed.gz	NFIC	GM12878	NFIC ChIP-seq protocol v042211.1 on human GM12878
/files/ENCFF717KGR/	/experiments/ENCSR000BKT/	1_1,2_1	1,2	/files/ENCFF717KGR/@@download/ENCFF717KGR.bed.gz	USF1	K562	USF1 ChIP-seq protocol v041610.1 on human K562
