file_id	dataset	tech_reps	bio_reps	download_url	target_label	biosample_short_name	mod_or_treament	lab	biosample_summary	description	biosample_accession	biosample_ontology_id	biosample_treatments	biosample_applied_mods	biosample_genetic_mods	linecount
/files/ENCFF873OHG/	/experiments/ENCSR019KPC/	1_1,2_1	1,2	/files/ENCFF873OHG/@@download/ENCFF873OHG.bed.gz	PLRG1	HepG2	no-mod-or-treatment	michael-snyder	HepG2	PLRG1 ChIP-seq on human HepG2	ENCBS157PJQ,ENCBS787RAZ	EFO:0001187	0	0	0	2417
/files/ENCFF964KDQ/	/experiments/ENCSR407BEZ/	1_1,2_1	1,2	/files/ENCFF964KDQ/@@download/ENCFF964KDQ.bed.gz	ZHX2	HepG2	no-mod-or-treatment	richard-myers	HepG2	ZHX2 ChIP-seq on human HepG2	ENCBS399FDJ,ENCBS250DDC	EFO:0001187	0	0	0	10675
/files/ENCFF930PBH/	/experiments/ENCSR094ZCF/	1_1,2_1	1,2	/files/ENCFF930PBH/@@download/ENCFF930PBH.bed.gz	eGFP-CEBPG	MCF-7	has-mod-or-treatment	kevin-white	MCF-7 genetically modified using stable transfection	eGFP-CEBPG ChIP-seq on human MCF-7	ENCBS787WNX,ENCBS948XBF	EFO:0001203	0	1	1	15397
/files/ENCFF620TOF/	/experiments/ENCSR038RXU/	1_1,2_1	1,2	/files/ENCFF620TOF/@@download/ENCFF620TOF.bed.gz	eGFP-GABPA	MCF-7	has-mod-or-treatment	kevin-white	MCF-7 genetically modified using stable transfection	eGFP-GABPA ChIP-seq on human MCF-7	ENCBS368ZAX,ENCBS980KNO	EFO:0001203	0	1	1	4024
/files/ENCFF978TMH/	/experiments/ENCSR085IXF/	1_1,2_1	1,2	/files/ENCFF978TMH/@@download/ENCFF978TMH.bed.gz	SP1	liver	no-mod-or-treatment	richard-myers	liver male adult (32 years)	Chip-Seq on SP1-human	ENCBS046RNA	UBERON:0002107	0	0	0	75214
/files/ENCFF442XXV/	/experiments/ENCSR431XGJ/	2_1,3_1	2,3	/files/ENCFF442XXV/@@download/ENCFF442XXV.bed.gz	PYGO2	K562	no-mod-or-treatment	michael-snyder	K562	PYGO2 ChIP-seq on human K562	ENCBS125ACM,ENCBS207UAM	EFO:0002067	0	0	0	4248
/files/ENCFF905GXS/	/experiments/ENCSR041AXL/	1_1,2_1	1,2	/files/ENCFF905GXS/@@download/ENCFF905GXS.bed.gz	RFX1	K562	no-mod-or-treatment	michael-snyder	K562	RFX1 ChIP-seq on human K562	ENCBS288EEL,ENCBS697XFI	EFO:0002067	0	0	0	18683
/files/ENCFF700DXR/	/experiments/ENCSR138YYY/	1_1,2_1	1,2	/files/ENCFF700DXR/@@download/ENCFF700DXR.bed.gz	GABPB1	K562	no-mod-or-treatment	michael-snyder	K562	GABPB1 ChIP-seq on human K562	ENCBS465MWC,ENCBS783WYV	EFO:0002067	0	0	0	30897
/files/ENCFF741CLJ/	/experiments/ENCSR076YPO/	1_1,2_1	1,2	/files/ENCFF741CLJ/@@download/ENCFF741CLJ.bed.gz	RNF2	K562	no-mod-or-treatment	richard-myers	K562	ChIP-Seq on K562-human	ENCBS577JGM,ENCBS149SJX	EFO:0002067	0	0	0	17576
/files/ENCFF150PTQ/	/experiments/ENCSR066TET/	1_1,3_1	1,3	/files/ENCFF150PTQ/@@download/ENCFF150PTQ.bed.gz	RFX1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	RFX1 ChIP-seq on human MCF-7	ENCBS123ZGI,ENCBS536NWC	EFO:0001203	0	0	0	26442
/files/ENCFF638WDU/	/experiments/ENCSR005NMT/	1_1,2_1	1,2	/files/ENCFF638WDU/@@download/ENCFF638WDU.bed.gz	eGFP-ID3	K562	has-mod-or-treatment	michael-snyder	K562 genetically modified using stable transfection	eGFP-ID3 ChIP-seq on human K562	ENCBS425AAA,ENCBS384AAA	EFO:0002067	0	1	1	24336
/files/ENCFF088LZZ/	/experiments/ENCSR237VLT/	1_1,2_1	1,2	/files/ENCFF088LZZ/@@download/ENCFF088LZZ.bed.gz	ZBTB40	K562	no-mod-or-treatment	michael-snyder	K562	ZBTB40 ChIP-seq on human K562	ENCBS048GNZ,ENCBS603CUX	EFO:0002067	0	0	0	29610
/files/ENCFF689LNQ/	/experiments/ENCSR090JNM/	1_1,2_1	1,2	/files/ENCFF689LNQ/@@download/ENCFF689LNQ.bed.gz	HLTF	K562	no-mod-or-treatment	michael-snyder	K562	HLTF ChIP-seq on human K562	ENCBS906KIP,ENCBS320BUL	EFO:0002067	0	0	0	12678
/files/ENCFF958YSG/	/experiments/ENCSR115BBC/	1_1,2_1	1,2	/files/ENCFF958YSG/@@download/ENCFF958YSG.bed.gz	ASH1L	K562	no-mod-or-treatment	michael-snyder	K562	ASH1L ChIP-seq on human K562	ENCBS831ATS,ENCBS697XFI	EFO:0002067	0	0	0	7984
/files/ENCFF423LPW/	/experiments/ENCSR530XQI/	1_1,2_1	1,2	/files/ENCFF423LPW/@@download/ENCFF423LPW.bed.gz	L3MBTL2	K562	no-mod-or-treatment	michael-snyder	K562	L3MBTL2 ChIP-seq on human K562	ENCBS543YEP,ENCBS293ZDP	EFO:0002067	0	0	0	53747
/files/ENCFF388TYU/	/experiments/ENCSR286PCG/	1_1,2_1	1,2	/files/ENCFF388TYU/@@download/ENCFF388TYU.bed.gz	ZBED1	K562	no-mod-or-treatment	richard-myers	K562	ZBED1 ChIP-seq on human K562	ENCBS316CKF,ENCBS601AAA	EFO:0002067	0	0	0	6231
/files/ENCFF175IUD/	/experiments/ENCSR847LBF/	1_1,2_1	1,2	/files/ENCFF175IUD/@@download/ENCFF175IUD.bed.gz	eGFP-FOXJ2	K562	has-mod-or-treatment	kevin-white	K562 genetically modified using stable transfection	eGFP-FOXJ2 ChIP-seq on human K562	ENCBS039TGQ,ENCBS032TNV	EFO:0002067	0	1	1	14859
/files/ENCFF661VOO/	/experiments/ENCSR568PGX/	1_1,2_1	1,2	/files/ENCFF661VOO/@@download/ENCFF661VOO.bed.gz	HDAC1	K562	no-mod-or-treatment	michael-snyder	K562	HDAC1 ChIP-seq on human K562	ENCBS387VPF,ENCBS352MRW	EFO:0002067	0	0	0	3980
/files/ENCFF151FYK/	/experiments/ENCSR239ZLZ/	1_1,2_1	1,2	/files/ENCFF151FYK/@@download/ENCFF151FYK.bed.gz	eGFP-FOSL1	K562	has-mod-or-treatment	kevin-white	K562 genetically modified using stable transfection	eGFP-FOSL1 ChIP-seq on human K562	ENCBS129EER,ENCBS894HTX	EFO:0002067	0	1	1	59781
/files/ENCFF201KGJ/	/experiments/ENCSR098XMN/	1_1,2_1	1,2	/files/ENCFF201KGJ/@@download/ENCFF201KGJ.bed.gz	RXRA	liver	no-mod-or-treatment	richard-myers	liver male adult (32 years)	Chip-Seq on RXRA-human	ENCBS046RNA	UBERON:0002107	0	0	0	69463
/files/ENCFF337BRJ/	/experiments/ENCSR714LZQ/	1_1,2_1	1,2	/files/ENCFF337BRJ/@@download/ENCFF337BRJ.bed.gz	eGFP-ZNF664	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF664 ChIP-seq on human HEK293 cells.	ENCBS360VTQ,ENCBS449AKC	EFO:0001182	0	1	1	27797
/files/ENCFF819WNB/	/experiments/ENCSR168SMX/	1_1,2_1	1,2	/files/ENCFF819WNB/@@download/ENCFF819WNB.bed.gz	NR2F2	liver	no-mod-or-treatment	richard-myers	liver female child (4 years)	Chip-Seq on NR2F2-human	ENCBS401URL	UBERON:0002107	0	0	0	39722
/files/ENCFF156RLT/	/experiments/ENCSR862PNL/	1_1,2_1	1,2	/files/ENCFF156RLT/@@download/ENCFF156RLT.bed.gz	L3MBTL2	HEK293T	no-mod-or-treatment	michael-snyder	HEK293T	L3MBTL2 ChIP-seq on human HEK293T	ENCBS323RYE,ENCBS582KZL	EFO:0001184	0	0	0	27115
/files/ENCFF675SAG/	/experiments/ENCSR419ODQ/	1_1,2_1	1,2	/files/ENCFF675SAG/@@download/ENCFF675SAG.bed.gz	ZNF507	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	ZNF507 ChIP-seq on human MCF-7	ENCBS764NNP,ENCBS295PFW	EFO:0001203	0	0	0	3035
/files/ENCFF886EVL/	/experiments/ENCSR376WCJ/	1_1,3_1	1,3	/files/ENCFF886EVL/@@download/ENCFF886EVL.bed.gz	IRF2	K562	no-mod-or-treatment	michael-snyder	K562	IRF2 ChIP-seq on human K562	ENCBS351GWD,ENCBS594GNK	EFO:0002067	0	0	0	8717
/files/ENCFF671BMR/	/experiments/ENCSR626QJQ/	1_1,2_1	1,2	/files/ENCFF671BMR/@@download/ENCFF671BMR.bed.gz	CSDE1	K562	no-mod-or-treatment	michael-snyder	K562	CSDE1 ChIP-seq on human K562	ENCBS344LIE,ENCBS719UQU	EFO:0002067	0	0	0	2194
/files/ENCFF687REM/	/experiments/ENCSR449UFF/	3_1,4_1	3,4	/files/ENCFF687REM/@@download/ENCFF687REM.bed.gz	ZKSCAN1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	ZKSCAN1 ChIP-seq on human MCF-7	ENCBS547AXB,ENCBS959SHH	EFO:0001203	0	0	0	6564
/files/ENCFF108JFW/	/experiments/ENCSR167JBG/	1_1,2_1	1,2	/files/ENCFF108JFW/@@download/ENCFF108JFW.bed.gz	eGFP-DIDO1	K562	has-mod-or-treatment	michael-snyder	K562 genetically modified using stable transfection	eGFP-DIDO1 ChIP-seq on human K562	ENCBS197ROV,ENCBS454ZTQ	EFO:0002067	0	1	1	7947
/files/ENCFF496WZS/	/experiments/ENCSR224QDY/	1_1,2_1	1,2	/files/ENCFF496WZS/@@download/ENCFF496WZS.bed.gz	eGFP-ZNF121	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF121 ChIP-seq on human HEK293 cells.	ENCBS557JBD,ENCBS258CDJ	EFO:0001182	0	1	1	38307
/files/ENCFF860DHS/	/experiments/ENCSR000EUZ/	1_1,2_1	1,2	/files/ENCFF860DHS/@@download/ENCFF860DHS.bed.gz	TRIM28	HEK293	no-mod-or-treatment	peggy-farnham	HEK293	TRIM28 ChIP-seq on human HEK293	ENCBS479AAA,ENCBS264HQL	EFO:0001182	0	0	0	29214
/files/ENCFF349MSP/	/experiments/ENCSR820GND/	1_1,2_1	1,2	/files/ENCFF349MSP/@@download/ENCFF349MSP.bed.gz	RNF2	K562	no-mod-or-treatment	michael-snyder	K562	RNF2 ChIP-seq on human K562	ENCBS344LIE,ENCBS719UQU	EFO:0002067	0	0	0	8501
/files/ENCFF571FVN/	/experiments/ENCSR331ORD/	1_1,2_1	1,2	/files/ENCFF571FVN/@@download/ENCFF571FVN.bed.gz	3xFLAG-CREB1	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS474AND,ENCBS727VRH	EFO:0001187	0	1	1	26463
/files/ENCFF738CQK/	/experiments/ENCSR106EBH/	1_1,2_1	1,2	/files/ENCFF738CQK/@@download/ENCFF738CQK.bed.gz	eGFP-ZNF366	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF366 ChIP-seq on human HEK293 cells.	ENCBS384PIE,ENCBS594XEQ	EFO:0001182	0	1	1	51978
/files/ENCFF723JDW/	/experiments/ENCSR385AHH/	2_1,3_1	2,3	/files/ENCFF723JDW/@@download/ENCFF723JDW.bed.gz	ZNF24	K562	no-mod-or-treatment	michael-snyder	K562	ZNF24 ChIP-seq on human K562	ENCBS994WPS,ENCBS953HJY	EFO:0002067	0	0	0	18170
/files/ENCFF572OWY/	/experiments/ENCSR920ASP/	1_1,2_1	1,2	/files/ENCFF572OWY/@@download/ENCFF572OWY.bed.gz	eGFP-ZFX	K562	has-mod-or-treatment	kevin-white	K562 genetically modified using CRISPR	eGFP-ZFX ChIP-seq on human K562	ENCBS205YAO,ENCBS675IUA	EFO:0002067	0	1	1	26841
/files/ENCFF323RGW/	/experiments/ENCSR671GFC/	1_1,2_1	1,2	/files/ENCFF323RGW/@@download/ENCFF323RGW.bed.gz	eGFP-TAF7	K562	has-mod-or-treatment	michael-snyder	K562 genetically modified using stable transfection	eGFP-TAF7 ChIP-seq on human K562	ENCBS360JZL,ENCBS115OID	EFO:0002067	0	1	1	12309
/files/ENCFF433EFF/	/experiments/ENCSR386YIH/	1_1,2_1	1,2	/files/ENCFF433EFF/@@download/ENCFF433EFF.bed.gz	SP1	liver	no-mod-or-treatment	richard-myers	liver female child (4 years)	Chip-Seq on SP1-human	ENCBS401URL	UBERON:0002107	0	0	0	62110
/files/ENCFF496RVC/	/experiments/ENCSR155VDK/	1_1,2_1	1,2	/files/ENCFF496RVC/@@download/ENCFF496RVC.bed.gz	ZBTB11	MCF-7	no-mod-or-treatment	richard-myers	MCF-7	ChIP-Seq on MCF7-human	ENCBS530DHL,ENCBS143XXF	EFO:0001203	0	0	0	2574
/files/ENCFF994OQH/	/experiments/ENCSR395HWC/	1_1,2_1	1,2	/files/ENCFF994OQH/@@download/ENCFF994OQH.bed.gz	IKZF1	K562	no-mod-or-treatment	michael-snyder	K562	IKZF1 ChIP-seq on human K562	ENCBS994WPS,ENCBS048GNZ	EFO:0002067	0	0	0	54495
/files/ENCFF552WAH/	/experiments/ENCSR835XKS/	1_1,2_1	1,2	/files/ENCFF552WAH/@@download/ENCFF552WAH.bed.gz	TRIM22	GM12878	no-mod-or-treatment	michael-snyder	GM12878	TRIM22 ChIP-seq on human GM12878	ENCBS421UOG,ENCBS339VHO	EFO:0002784	0	0	0	39099
/files/ENCFF577EMC/	/experiments/ENCSR729LGA/	1_1,2_1	1,2	/files/ENCFF577EMC/@@download/ENCFF577EMC.bed.gz	SP1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	SP1 ChIP-seq on human MCF-7	ENCBS200IWR,ENCBS609QTY	EFO:0001203	0	0	0	2985
/files/ENCFF408TWV/	/experiments/ENCSR382WLL/	1_1,3_1	1,3	/files/ENCFF408TWV/@@download/ENCFF408TWV.bed.gz	ELK1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	ELK1 ChIP-seq on human MCF-7	ENCBS616MBU,ENCBS216AOQ	EFO:0001203	0	0	0	8193
/files/ENCFF712RIS/	/experiments/ENCSR000EBS/	1_1,2_1	1,2	/files/ENCFF712RIS/@@download/ENCFF712RIS.bed.gz	MAFK	H1-hESC	no-mod-or-treatment	michael-snyder	H1-hESC	MAFK ChIP-seq on human H1-hESC produced by the Snyder lab	ENCBS854AAA	EFO:0003042	0	0	0	13086
/files/ENCFF429XQI/	/experiments/ENCSR184MFH/	1_1,3_1	1,3	/files/ENCFF429XQI/@@download/ENCFF429XQI.bed.gz	ZFP36	HeLa-S3	no-mod-or-treatment	michael-snyder	HeLa-S3	ZFP36 ChIP-seq on human HeLa-S3	ENCBS833ISA,ENCBS199XIN	EFO:0002791	0	0	0	3640
/files/ENCFF354UUL/	/experiments/ENCSR871TKJ/	1_1,2_1	1,2	/files/ENCFF354UUL/@@download/ENCFF354UUL.bed.gz	THRAP3	K562	no-mod-or-treatment	michael-snyder	K562	THRAP3 ChIP-seq on human K562	ENCBS783WYV,ENCBS101QRF	EFO:0002067	0	0	0	4501
/files/ENCFF608JPL/	/experiments/ENCSR141PZA/	1_1,2_1	1,2	/files/ENCFF608JPL/@@download/ENCFF608JPL.bed.gz	eGFP-SP3	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SP3 ChIP-seq on human HEK293 cells.	ENCBS451MRF,ENCBS227SEC	EFO:0001182	0	1	1	30289
/files/ENCFF132UAB/	/experiments/ENCSR707BNG/	1_1,2_1	1,2	/files/ENCFF132UAB/@@download/ENCFF132UAB.bed.gz	eGFP-MYNN	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-MYNN ChIP-seq on human HEK293 cells.	ENCBS898VIL,ENCBS187WDU	EFO:0001182	0	1	1	7060
/files/ENCFF270KRH/	/experiments/ENCSR417VWF/	1_1,2_1	1,2	/files/ENCFF270KRH/@@download/ENCFF270KRH.bed.gz	eGFP-ZEB2	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZEB2 ChIP-seq on human HEK293 cells.	ENCBS665JKR,ENCBS768DUW	EFO:0001182	0	1	1	40126
/files/ENCFF576BGV/	/experiments/ENCSR909TSW/	1_1,2_1	1,2	/files/ENCFF576BGV/@@download/ENCFF576BGV.bed.gz	eGFP-ZNF547	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF547 ChIP-seq on human HEK293 cells.	ENCBS073WLU,ENCBS145GQX	EFO:0001182	0	1	1	5015
/files/ENCFF855XBY/	/experiments/ENCSR535DIA/	1_1,2_1	1,2	/files/ENCFF855XBY/@@download/ENCFF855XBY.bed.gz	eGFP-GLIS2	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLIS2 ChIP-seq on human HEK293 cells.	ENCBS627NYN,ENCBS101WTD	EFO:0001182	0	1	1	40305
/files/ENCFF085OEQ/	/experiments/ENCSR451CYX/	1_1,2_1	1,2	/files/ENCFF085OEQ/@@download/ENCFF085OEQ.bed.gz	eGFP-ZNF280D	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF280D ChIP-seq on human HEK293 cells.	ENCBS214JNY,ENCBS107SDK	EFO:0001182	0	1	1	12112
/files/ENCFF186AWV/	/experiments/ENCSR000DYV/	1_1,2_1	1,2	/files/ENCFF186AWV/@@download/ENCFF186AWV.bed.gz	MAFK	GM12878	no-mod-or-treatment	michael-snyder	GM12878	MAFK ChIP-seq on human GM12878 produced by the Snyder lab	ENCBS630AAA	EFO:0002784	0	0	0	7200
/files/ENCFF021XJN/	/experiments/ENCSR077DKV/	1_1,2_1	1,2	/files/ENCFF021XJN/@@download/ENCFF021XJN.bed.gz	CREM	K562	no-mod-or-treatment	richard-myers	K562	CREM ChIP-seq on human K562	ENCBS602AAA,ENCBS316CKF	EFO:0002067	0	0	0	39096
/files/ENCFF110UZZ/	/experiments/ENCSR753GIA/	1_1,2_1	1,2	/files/ENCFF110UZZ/@@download/ENCFF110UZZ.bed.gz	TARDBP	HEK293T	no-mod-or-treatment	michael-snyder	HEK293T	TARDBP ChIP-seq on human HEK293T	ENCBS276VDW,ENCBS582KZL	EFO:0001184	0	0	0	3298
/files/ENCFF777MYW/	/experiments/ENCSR815ZDS/	1_1,2_1	1,2	/files/ENCFF777MYW/@@download/ENCFF777MYW.bed.gz	SREBF1	K562	no-mod-or-treatment	michael-snyder	K562	SREBF1 ChIP-seq on human K562	ENCBS232KKV,ENCBS207UAM	EFO:0002067	0	0	0	2950
/files/ENCFF718DFX/	/experiments/ENCSR757IIU/	1_1,2_1	1,2	/files/ENCFF718DFX/@@download/ENCFF718DFX.bed.gz	HMBOX1	K562	no-mod-or-treatment	richard-myers	K562	Chip-Seq on K562-human	ENCBS577JGM,ENCBS316CKF	EFO:0002067	0	0	0	29479
/files/ENCFF234WZT/	/experiments/ENCSR233FAG/	1_1,2_1	1,2	/files/ENCFF234WZT/@@download/ENCFF234WZT.bed.gz	PKNOX1	HEK293T	no-mod-or-treatment	michael-snyder	HEK293T	PKNOX1 ChIP-seq on human HEK293T	ENCBS276VDW,ENCBS582KZL	EFO:0001184	0	0	0	47342
/files/ENCFF938BOJ/	/experiments/ENCSR513UQG/	1_1,2_1	1,2	/files/ENCFF938BOJ/@@download/ENCFF938BOJ.bed.gz	USF2	IMR-90	no-mod-or-treatment	michael-snyder	IMR-90	USF2 ChIP-seq on human IMR90	ENCBS073JZM,ENCBS275EWD	EFO:0001196	0	0	0	18827
/files/ENCFF715PLB/	/experiments/ENCSR159OCC/	1_1,2_1	1,2	/files/ENCFF715PLB/@@download/ENCFF715PLB.bed.gz	3xFLAG-ATF1	K562	has-mod-or-treatment	richard-myers	K562 genetically modified using CRISPR	Chip-Seq on K562	ENCBS852VOH,ENCBS947EGW	EFO:0002067	0	1	1	3576
/files/ENCFF126KGW/	/experiments/ENCSR101FJS/	1_1,2_1	1,2	/files/ENCFF126KGW/@@download/ENCFF126KGW.bed.gz	TBL1XR1	HepG2	no-mod-or-treatment	michael-snyder	HepG2	TBL1XR1 ChIP-seq on human HepG2	ENCBS522AAA,ENCBS523AAA	EFO:0001187	0	0	0	10708
/files/ENCFF739XTO/	/experiments/ENCSR795IYP/	1_1,2_1	1,2	/files/ENCFF739XTO/@@download/ENCFF739XTO.bed.gz	JUNB	K562	no-mod-or-treatment	richard-myers	K562	ChIP-Seq on K562-human	ENCBS602AAA,ENCBS577JGM	EFO:0002067	0	0	0	5186
/files/ENCFF017JQJ/	/experiments/ENCSR845BCL/	1_1,2_1	1,2	/files/ENCFF017JQJ/@@download/ENCFF017JQJ.bed.gz	eGFP-ZNF639	K562	has-mod-or-treatment	kevin-white	K562 genetically modified using CRISPR	eGFP-ZNF639 ChIP-seq on human K562	ENCBS967JDE,ENCBS215BGQ	EFO:0002067	0	1	1	27008
/files/ENCFF243GOG/	/experiments/ENCSR347NOB/	1_1,3_1	1,3	/files/ENCFF243GOG/@@download/ENCFF243GOG.bed.gz	CEBPZ	GM12878	no-mod-or-treatment	michael-snyder	GM12878	CEBPZ ChIP-seq on human GM12878	ENCBS595CWJ,ENCBS176TMN	EFO:0002784	0	0	0	1515
/files/ENCFF288ZRD/	/experiments/ENCSR542WJU/	1_1,2_1	1,2	/files/ENCFF288ZRD/@@download/ENCFF288ZRD.bed.gz	MCM7	K562	no-mod-or-treatment	michael-snyder	K562	MCM7 ChIP-seq on human K562	ENCBS831ATS,ENCBS603CUX	EFO:0002067	0	0	0	2006
/files/ENCFF103MPW/	/experiments/ENCSR924TVL/	1_1,2_1	1,2	/files/ENCFF103MPW/@@download/ENCFF103MPW.bed.gz	RFX5	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	RFX5 ChIP-seq on human MCF-7	ENCBS536NWC,ENCBS216AOQ	EFO:0001203	0	0	0	11761
/files/ENCFF473AGH/	/experiments/ENCSR803GYT/	1_1,2_1	1,2	/files/ENCFF473AGH/@@download/ENCFF473AGH.bed.gz	eGFP-HIC1	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-HIC1 ChIP-seq on human HEK293 cells.	ENCBS237PTC,ENCBS633JQE	EFO:0001182	0	1	1	27234
/files/ENCFF475VMR/	/experiments/ENCSR130PDE/	1_1,2_1	1,2	/files/ENCFF475VMR/@@download/ENCFF475VMR.bed.gz	eGFP-NR4A1	K562	has-mod-or-treatment	michael-snyder	K562 genetically modified using stable transfection	eGFP-NR4A1 ChIP-seq on human K562	ENCBS392AAA,ENCBS445AAA	EFO:0002067	0	1	1	21097
/files/ENCFF624WDI/	/experiments/ENCSR525YFS/	1_1,2_1	1,2	/files/ENCFF624WDI/@@download/ENCFF624WDI.bed.gz	ZBTB40	HepG2	no-mod-or-treatment	michael-snyder	HepG2	ZBTB40 ChIP-seq on human HepG2	ENCBS777STD,ENCBS591PPP	EFO:0001187	0	0	0	6530
/files/ENCFF508JRB/	/experiments/ENCSR509DOK/	1_1,2_1	1,2	/files/ENCFF508JRB/@@download/ENCFF508JRB.bed.gz	PPP1R10	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	PPP1R10 ChIP-seq on human MCF-7	ENCBS110CZN,ENCBS764AUT	EFO:0001203	0	0	0	1616
/files/ENCFF902ZKV/	/experiments/ENCSR768HOH/	1_1,2_1	1,2	/files/ENCFF902ZKV/@@download/ENCFF902ZKV.bed.gz	eGFP-ZNF324	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF324 ChIP-seq on human HEK293 cells.	ENCBS088ZVR,ENCBS026LOR	EFO:0001182	0	1	1	16670
