file_id	accession	dataset	genome_assembly	output_type	technical_replicates	biological_replicates	download_url	linecount	target_label	biosample_short_name	mod_or_treament	lab	biosample_summary	description	biosample_accession	biosample_ontology_id	biosample_treatments	biosample_applied_mods	biosample_genetic_mods
/files/ENCFF008GNI/	ENCFF008GNI	/experiments/ENCSR666QNP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF008GNI/@@download/ENCFF008GNI.bed.gz	300000	3xFLAG-TEAD3	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS648OFK,ENCBS806DHA	EFO:0001187	0	1	1
/files/ENCFF008HMA/	ENCFF008HMA	/experiments/ENCSR000DMO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF008HMA/@@download/ENCFF008HMA.bed.gz	300000	CTCF	MCF-7	no-mod-or-treatment	vishwanath-iyer	MCF-7 originated from MCF-7	CTCF ChIP-seq on human MCF-7 treated with serum stimulated media	ENCBS252AAA	EFO:0001203	0	0	0
/files/ENCFF008JJE/	ENCFF008JJE	/experiments/ENCSR949NVY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF008JJE/@@download/ENCFF008JJE.bed.gz	17392	ZNF639	K562	no-mod-or-treatment	michael-snyder	K562	ZNF639 ChIP-seq on human K562	ENCBS839CNN,ENCBS576ESJ	EFO:0002067	0	0	0
/files/ENCFF009DKY/	ENCFF009DKY	/experiments/ENCSR562NOP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF009DKY/@@download/ENCFF009DKY.bed.gz	4174	EZH2phosphoT487	DOHH2	no-mod-or-treatment	bradley-bernstein	DOHH2		ENCBS898JGF,ENCBS652PBR	EFO:0002167	0	0	0
/files/ENCFF009IVJ/	ENCFF009IVJ	/experiments/ENCSR000BNR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF009IVJ/@@download/ENCFF009IVJ.bed.gz	9613	HDAC2	H1	no-mod-or-treatment	richard-myers	H1	HDAC2 ChIP-seq protocol v041610.2 on human H1-hESC	ENCBS111ENC	EFO:0003042	0	0	0
/files/ENCFF009NXK/	ENCFF009NXK	/experiments/ENCSR000EGQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF009NXK/@@download/ENCFF009NXK.bed.gz	9159	NFYB	K562	no-mod-or-treatment	michael-snyder	K562	NFYB ChIP-seq on human K562	ENCBS039ENC	EFO:0002067	0	0	0
/files/ENCFF009RZY/	ENCFF009RZY	/experiments/ENCSR000BLW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF009RZY/@@download/ENCFF009RZY.bed.gz	300000	EP300	HepG2	no-mod-or-treatment	richard-myers	HepG2	EP300 ChIP-seq protocol v041610.1 on human HepG2	ENCBS114ENC	EFO:0001187	0	0	0
/files/ENCFF010AIG/	ENCFF010AIG	/experiments/ENCSR107GRP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF010AIG/@@download/ENCFF010AIG.bed.gz	25641	MLLT1	K562	no-mod-or-treatment	michael-snyder	K562	MLLT1 ChIP-seq on human K562	ENCBS850QNJ,ENCBS697XFI	EFO:0002067	0	0	0
/files/ENCFF010FVB/	ENCFF010FVB	/experiments/ENCSR000EVW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF010FVB/@@download/ENCFF010FVB.bed.gz	300000	GATA2	endothelial-cell-of-umbilical-vein	no-mod-or-treatment	peggy-farnham	endothelial cell of umbilical vein newborn	GATA2 ChIP-seq on human HUVEC	ENCBS666AAA	CL:0002618	0	0	0
/files/ENCFF010OOE/	ENCFF010OOE	/experiments/ENCSR091JXL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF010OOE/@@download/ENCFF010OOE.bed.gz	11196	HES1	K562	no-mod-or-treatment	michael-snyder	K562	HES1 ChIP-seq on human K562	ENCBS994WPS,ENCBS048GNZ	EFO:0002067	0	0	0
/files/ENCFF010SNL/	ENCFF010SNL	/experiments/ENCSR360JOC/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF010SNL/@@download/ENCFF010SNL.bed.gz	300000	CHD1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	CHD1 ChIP-seq on human MCF-7	ENCBS616MBU,ENCBS216AOQ	EFO:0001203	0	0	0
/files/ENCFF010YGU/	ENCFF010YGU	/experiments/ENCSR851XLW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF010YGU/@@download/ENCFF010YGU.bed.gz	300000	ZNF830	K562	no-mod-or-treatment	michael-snyder	K562	ZNF830 ChIP-seq on human K562	ENCBS994WPS,ENCBS734NZL	EFO:0002067	0	0	0
/files/ENCFF011NRT/	ENCFF011NRT	/experiments/ENCSR196HOM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF011NRT/@@download/ENCFF011NRT.bed.gz	300000	CTCF	epithelial-cell-of-prostate	no-mod-or-treatment	michael-snyder	epithelial cell of prostate male	CTCF ChIP-seq on human epithelial cell of prostate	ENCBS143IKI,ENCBS706NVS	CL:0002231	0	0	0
/files/ENCFF013EHI/	ENCFF013EHI	/experiments/ENCSR171CAY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF013EHI/@@download/ENCFF013EHI.bed.gz	3104	E2F7	K562	no-mod-or-treatment	michael-snyder	K562	E2F7 ChIP-seq on human K562	ENCBS187ZIN,ENCBS727RLP	EFO:0002067	0	0	0
/files/ENCFF013JUX/	ENCFF013JUX	/experiments/ENCSR872ZHM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF013JUX/@@download/ENCFF013JUX.bed.gz	300000	KDM5A	HepG2	no-mod-or-treatment	bradley-bernstein	HepG2		ENCBS127GXY,ENCBS011BYX	EFO:0001187	0	0	0
/files/ENCFF013PIW/	ENCFF013PIW	/experiments/ENCSR283MWQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF013PIW/@@download/ENCFF013PIW.bed.gz	300000	eGFP-ZNF133	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF133 ChIP-seq on human HEK293 cells.	ENCBS431ZNZ,ENCBS669LUY	EFO:0001182	0	1	1
/files/ENCFF014KUI/	ENCFF014KUI	/experiments/ENCSR389PWB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF014KUI/@@download/ENCFF014KUI.bed.gz	4113	ZBTB5	K562	no-mod-or-treatment	michael-snyder	K562	ZBTB5 ChIP-seq on human K562	ENCBS298PAM,ENCBS357NWO	EFO:0002067	0	0	0
/files/ENCFF014OBO/	ENCFF014OBO	/experiments/ENCSR000DPC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF014OBO/@@download/ENCFF014OBO.bed.gz	300000	POLR2A	MCF-10A	has-mod-or-treatment	kevin-struhl	MCF 10A originated from MCF 10A treated with 1 μM afimoxifene for 36 hours	POLR2A ChIP-seq on human MCF10A-Er-Src treated with 4-hydroxy-tamoxifen at 1uM for 36 hours	ENCBS067ENC	EFO:0001200	1	0	0
/files/ENCFF014OJI/	ENCFF014OJI	/experiments/ENCSR000DOZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF014OJI/@@download/ENCFF014OJI.bed.gz	14906	STAT3	MCF-10A	has-mod-or-treatment	kevin-struhl	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	STAT3 ChIP-seq on human MCF10A-Er-Src treated with 0.01% ethanol	ENCBS618ENC	EFO:0001200	1	1	1
/files/ENCFF014RWM/	ENCFF014RWM	/experiments/ENCSR686EYO/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF014RWM/@@download/ENCFF014RWM.bed.gz	300000	KHSRP	K562	no-mod-or-treatment	michael-snyder	K562	KHSRP ChIP-seq on human K562	ENCBS994WPS,ENCBS520IYS	EFO:0002067	0	0	0
/files/ENCFF014UTU/	ENCFF014UTU	/experiments/ENCSR759BDG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF014UTU/@@download/ENCFF014UTU.bed.gz	40917	3xFLAG-BCL6	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS118UBO,ENCBS303QXB	EFO:0001187	0	1	1
/files/ENCFF014WCO/	ENCFF014WCO	/experiments/ENCSR213HBY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF014WCO/@@download/ENCFF014WCO.bed.gz	19975	TOE1	K562	no-mod-or-treatment	michael-snyder	K562	TOE1 ChIP-seq on human K562	ENCBS906KIP,ENCBS320BUL	EFO:0002067	0	0	0
/files/ENCFF016AAA/	ENCFF016AAA	/experiments/ENCSR000DZW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF016AAA/@@download/ENCFF016AAA.bed.gz	300000	RFX5	GM12878	no-mod-or-treatment	michael-snyder	GM12878	RFX5 ChIP-seq on human GM12878 produced by the Snyder lab	ENCBS630AAA	EFO:0002784	0	0	0
/files/ENCFF017JQJ/	ENCFF017JQJ	/experiments/ENCSR845BCL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF017JQJ/@@download/ENCFF017JQJ.bed.gz	27008	eGFP-ZNF639	K562	has-mod-or-treatment	kevin-white	K562 genetically modified using CRISPR	eGFP-ZNF639 ChIP-seq on human K562	ENCBS967JDE,ENCBS215BGQ	EFO:0002067	0	1	1
/files/ENCFF018NNF/	ENCFF018NNF	/experiments/ENCSR441VHN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF018NNF/@@download/ENCFF018NNF.bed.gz	68728	IKZF1	GM12878	no-mod-or-treatment	michael-snyder	GM12878	IKZF1 ChIP-seq on human GM12878	ENCBS436SAI,ENCBS607NAA	EFO:0002784	0	0	0
/files/ENCFF020JUH/	ENCFF020JUH	/experiments/ENCSR000BNM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF020JUH/@@download/ENCFF020JUH.bed.gz	300000	TAF7	K562	no-mod-or-treatment	richard-myers	K562	TAF7 ChIP-seq protocol v041610.1 on human K562	ENCBS109ENC	EFO:0002067	0	0	0
/files/ENCFF020PTC/	ENCFF020PTC	/experiments/ENCSR000EHJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF020PTC/@@download/ENCFF020PTC.bed.gz	300000	STAT1	K562	has-mod-or-treatment	michael-snyder	K562 treated with Interferon gamma for 6 hours	STAT1 ChIP-seq on human K562 treated with IFNg6h	ENCBS789AAA	EFO:0002067	1	0	0
/files/ENCFF020TLE/	ENCFF020TLE	/experiments/ENCSR811JJM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF020TLE/@@download/ENCFF020TLE.bed.gz	2065	eGFP-ZNF19	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF19 ChIP-seq on human HEK293 cells.	ENCBS620EBJ,ENCBS761ZMR	EFO:0001182	0	1	1
/files/ENCFF020TYZ/	ENCFF020TYZ	/experiments/ENCSR000EGE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF020TYZ/@@download/ENCFF020TYZ.bed.gz	197195	EP300	K562	no-mod-or-treatment	michael-snyder	K562	EP300 ChIP-seq on human K562 produced by the Snyder lab	ENCBS039ENC	EFO:0002067	0	0	0
/files/ENCFF020UCD/	ENCFF020UCD	/experiments/ENCSR502NRF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF020UCD/@@download/ENCFF020UCD.bed.gz	21431	ELF1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	ELF1 ChIP-seq on human MCF-7	ENCBS758TZQ,ENCBS148TCA	EFO:0001203	0	0	0
/files/ENCFF021HUZ/	ENCFF021HUZ	/experiments/ENCSR000BIK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF021HUZ/@@download/ENCFF021HUZ.bed.gz	25792	POLR2A	GM12891	no-mod-or-treatment	richard-myers	GM12891	POLR2A ChIP-seq protocol PCR1x on human GM12891	ENCBS388ENC	EFO:0002785	0	0	0
/files/ENCFF021SKX/	ENCFF021SKX	/experiments/ENCSR768LIO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF021SKX/@@download/ENCFF021SKX.bed.gz	300000	eGFP-OVOL3	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-OVOL3 ChIP-seq on human HEK293 cells.	ENCBS465UQI,ENCBS294AQJ	EFO:0001182	0	1	1
/files/ENCFF021XJN/	ENCFF021XJN	/experiments/ENCSR077DKV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF021XJN/@@download/ENCFF021XJN.bed.gz	39096	CREM	K562	no-mod-or-treatment	richard-myers	K562	CREM ChIP-seq on human K562	ENCBS602AAA,ENCBS316CKF	EFO:0002067	0	0	0
/files/ENCFF022FYX/	ENCFF022FYX	/experiments/ENCSR017CEO/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF022FYX/@@download/ENCFF022FYX.bed.gz	300000	CUX1	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	CUX1 ChIP-seq on human MCF-7	ENCBS123ZGI,ENCBS168ISE	EFO:0001203	0	0	0
/files/ENCFF022VXY/	ENCFF022VXY	/experiments/ENCSR656JZL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF022VXY/@@download/ENCFF022VXY.bed.gz	300000	3xFLAG-HHEX	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS882YXM,ENCBS895HRB	EFO:0001187	0	1	1
/files/ENCFF023ALY/	ENCFF023ALY	/experiments/ENCSR199WXF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF023ALY/@@download/ENCFF023ALY.bed.gz	38781	EED	GM12878	no-mod-or-treatment	richard-myers	GM12878	ChIP-Seq on GM12878-human	ENCBS083XJQ,ENCBS057BBL	EFO:0002784	0	0	0
/files/ENCFF023BIN/	ENCFF023BIN	/experiments/ENCSR776MDR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF023BIN/@@download/ENCFF023BIN.bed.gz	13238	eGFP-ZNF577	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF577 ChIP-seq on human HEK293 cells.	ENCBS990KNH,ENCBS904ONI	EFO:0001182	0	1	1
/files/ENCFF023HXN/	ENCFF023HXN	/experiments/ENCSR000EXX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF023HXN/@@download/ENCFF023HXN.bed.gz	300000	POLR2A	Raji	no-mod-or-treatment	peggy-farnham	Raji	POLR2A ChIP-seq on human Raji	ENCBS260AAA	EFO:0002324	0	0	0
/files/ENCFF023RJC/	ENCFF023RJC	/experiments/ENCSR000DRZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF023RJC/@@download/ENCFF023RJC.bed.gz	41495	CTCF	GM12878	no-mod-or-treatment	john-stamatoyannopoulos	GM12878	CTCF ChIP-seq on human GM12878	ENCBS657FSS,ENCBS506MRD	EFO:0002784	0	0	0
/files/ENCFF023XHV/	ENCFF023XHV	/experiments/ENCSR742IDN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF023XHV/@@download/ENCFF023XHV.bed.gz	15672	NR2C1	K562	no-mod-or-treatment	michael-snyder	K562	NR2C1 ChIP-seq on human K562	ENCBS465MWC,ENCBS406RFF	EFO:0002067	0	0	0
/files/ENCFF023XYC/	ENCFF023XYC	/experiments/ENCSR000EZW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF023XYC/@@download/ENCFF023XYC.bed.gz	300000	JUN	K562	has-mod-or-treatment	sherman-weissman	K562 treated with Interferon gamma for 6 hours	JUN ChIP-seq on human K562 treated with IFNg for 6 hours	ENCBS789AAA	EFO:0002067	1	0	0
/files/ENCFF023YOW/	ENCFF023YOW	/experiments/ENCSR000ECE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF023YOW/@@download/ENCFF023YOW.bed.gz	300000	RAD21	H1	no-mod-or-treatment	michael-snyder	H1	RAD21 ChIP-seq on human H1-hESC	ENCBS854AAA	EFO:0003042	0	0	0
/files/ENCFF023ZUW/	ENCFF023ZUW	/experiments/ENCSR000BMW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF023ZUW/@@download/ENCFF023ZUW.bed.gz	14614	REST	K562	no-mod-or-treatment	richard-myers	K562	REST ChIP-seq protocol v041610.2 on human K562	ENCBS109ENC	EFO:0002067	0	0	0
/files/ENCFF024AEU/	ENCFF024AEU	/experiments/ENCSR000BIL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF024AEU/@@download/ENCFF024AEU.bed.gz	300000	POLR2AphosphoS5	GM12891	no-mod-or-treatment	richard-myers	GM12891	POLR2AphosphoS5 ChIP-seq protocol PCR1x on human GM12891	ENCBS388ENC	EFO:0002785	0	0	0
/files/ENCFF024KFH/	ENCFF024KFH	/experiments/ENCSR435OQD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF024KFH/@@download/ENCFF024KFH.bed.gz	300000	ZFX	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	ZFX ChIP-seq on human MCF-7	ENCBS351GKC,ENCBS573TKZ	EFO:0001203	0	0	0
/files/ENCFF024QKK/	ENCFF024QKK	/experiments/ENCSR808FFI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF024QKK/@@download/ENCFF024QKK.bed.gz	19039	3xFLAG-ZKSCAN8	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS879PSL,ENCBS361LLB	EFO:0001187	0	1	1
/files/ENCFF024TJO/	ENCFF024TJO	/experiments/ENCSR000BMH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF024TJO/@@download/ENCFF024TJO.bed.gz	29751	YY1	K562	no-mod-or-treatment	richard-myers	K562	YY1 ChIP-seq protocol v041610.2 on human K562	ENCBS109ENC	EFO:0002067	0	0	0
/files/ENCFF025SMR/	ENCFF025SMR	/experiments/ENCSR934JDG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF025SMR/@@download/ENCFF025SMR.bed.gz	14432	CLOCK	MCF-7	no-mod-or-treatment	michael-snyder	MCF-7	CLOCK ChIP-seq on human MCF-7	ENCBS764NNP,ENCBS295PFW	EFO:0001203	0	0	0
/files/ENCFF027UTC/	ENCFF027UTC	/experiments/ENCSR586DEH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF027UTC/@@download/ENCFF027UTC.bed.gz	14015	3xFLAG-ZFP1	HepG2	has-mod-or-treatment	richard-myers	HepG2 genetically modified using CRISPR	Chip-Seq on HepG2	ENCBS062DDB,ENCBS419VLW	EFO:0001187	0	1	1
/files/ENCFF028IIR/	ENCFF028IIR	/experiments/ENCSR000DNC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF028IIR/@@download/ENCFF028IIR.bed.gz	47869	CTCF	keratinocyte	no-mod-or-treatment	vishwanath-iyer	keratinocyte female	CTCF ChIP-seq on human NHEK	ENCBS611ENC	CL:0000312	0	0	0
/files/ENCFF029DNH/	ENCFF029DNH	/experiments/ENCSR497IAS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF029DNH/@@download/ENCFF029DNH.bed.gz	1524	eGFP-ZNF747	HEK293	has-mod-or-treatment	michael-snyder	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF747 ChIP-seq on human HEK293 cells.	ENCBS956LCM,ENCBS456WQW	EFO:0001182	0	1	1
/files/ENCFF029UJC/	ENCFF029UJC	/experiments/ENCSR029LBT/	GRCh38	optimal idr thresholded peaks	3_1,4_1	3,4	/files/ENCFF029UJC/@@download/ENCFF029UJC.bed.gz	9479	FOXP1	HepG2	no-mod-or-treatment	michael-snyder	HepG2	FOXP1 ChIP-seq on human HepG2	ENCBS541YFT,ENCBS716YFX	EFO:0001187	0	0	0
